Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Canadian dollar (CAD),Chinese renmimbi (CNY),UAE dirham (AED),Korean won (KRW),Russian ruble (RUB),Indonesian rupiah (IDR)
1980-04-07,485.75,317.99,126416.88,585.7,0,1841.71,291257.1,0,307143.64
1980-04-08,528,343.68,134324.73,613.97,0,1918.58,303413.58,0,319963.19
1980-04-09,554,352.08,138631.98,645.11,0,2012.36,318243.79,0,335602.31
1980-04-10,526,333.39,135307.19,636.04,0,1980.23,313162.02,0,330243.36
1980-04-11,530.5,335.36,134605.42,626.99,0,1943.36,307331.64,0,324094.97
1980-04-14,529.75,333.99,133915.45,629.29,0,2000.87,306861.11,0,334183.78
1980-04-15,497.5,317.79,125263.77,587.66,0,1874.99,287555.7,0,313159.43
1980-04-16,520,327.56,128027.81,609.12,0,1914.63,293635.11,0,319780.14
1980-04-17,513,321.65,127300.13,605.8,0,1902.03,291702.41,0,317675.35
1980-04-18,515.6,323.45,127464.09,606.09,0,1906.2,292342.19,0,318372.11
1980-04-21,506,316.63,127982.29,604.51,0,1904.27,290640.06,0,319382.83
1980-04-22,502.4,315.55,123652.72,585.44,0,1836.56,280305.98,0,308026.77
1980-04-23,506.5,313.01,124073.82,596.65,0,1859.43,283796.73,0,311862.73
1980-04-24,515.7,317.75,125400.88,608.05,0,1886.12,287870.46,0,316339.34
1980-04-25,551.5,338.96,135211.01,652.77,0,2015.43,307606.82,0,338027.52
1980-04-28,524.25,320.27,129141.76,635.16,0,2001.58,297265.07,0,335885.73
1980-04-29,513.75,314.16,122713.24,610.06,0,1929.97,286629.17,0,323868.01
1980-04-30,518,317.27,124139.12,616.1,0,1963.24,306587.71,0,329451.39
1980-05-01,490,300.13,121972.01,604.02,0,1918.31,299571.29,0,321911.72
1980-05-02,512.5,316.66,122553.82,608.36,0,1931.01,301555.61,0,319725.27
1980-05-05,512.5,316.66,122553.82,608.36,0,1903.88,301555.61,0,319725.27
1980-05-06,512.5,312.37,119955.66,614.3,0,1911.12,302702.21,0,320940.96
1980-05-07,510,310.19,118039.8,602.58,0,1878.82,297586.1,0,315516.59
1980-05-08,515.75,314.84,119896.28,606,0,1892.27,299716.84,0,317775.72
1980-05-09,508.25,312.68,118309.93,602.92,0,1895.66,300253.66,0,318344.88
1980-05-12,513.25,313.4,115682.01,601.46,0,1892.98,298411.22,0,316391.43
1980-05-13,512,312.51,115744.66,600.44,0,1894,298572.82,0,316562.77
1980-05-14,525,320.07,118041.74,608.45,0,1916.76,302160.52,0,320366.64
1980-05-15,517,314.89,117466.07,608.09,0,1898.31,299250.98,0,317281.79
1980-05-16,516.5,315.56,118404.77,606.03,0,1911.65,301354.56,0,319512.12
1980-05-19,513.75,314.62,117862.8,605.22,0,1915.13,300836.35,0,322346.3
1980-05-20,507.75,311.06,115489.43,598.36,0,1889.22,296766.39,0,317985.34
1980-05-21,513.5,312.21,114978.9,592.78,0,1862.92,292635.31,0,313558.88
1980-05-22,501,304.37,113637.31,589.32,0,1850.01,290607.29,0,311385.85
1980-05-23,511.25,309.12,112876.09,592.14,0,1848.25,290330.76,0,311089.56
1980-05-26,511.25,309.12,112876.09,592.14,0,1848.25,290330.76,0,311089.56
1980-05-27,514.8,308.53,112688.01,595.54,0,1841.62,289289.05,0,309973.36
1980-05-28,526.5,316.67,117061.55,608.96,0,1885.87,296239.87,0,317421.17
1980-05-29,519.6,313.15,116567.3,604.37,0,1885.06,296112.88,0,317285.1
1980-05-30,535.5,323.09,118403.69,615.36,0,1923.92,316820.59,0,323825.58
1980-06-02,561.5,339.08,125847.08,652.12,0,2097.85,336737.37,0,351649.26
1980-06-03,552.5,333.84,123342.56,643.55,0,2096.22,336475.59,0,351375.88
1980-06-04,571.5,344.39,125695.12,657.45,0,2129.97,341892.66,0,357032.83
1980-06-05,581.75,350.63,127974.99,672.8,0,2172.83,348772.48,0,364217.32
1980-06-06,597,358.18,130788.57,687.02,0,2224.94,357136.57,0,372951.79
1980-06-09,623.75,373.88,135856.03,721.85,0,2322.1,373160.45,0,392087.44
1980-06-10,604,362.21,130892.83,697.62,0,2261.7,363455.18,0,381889.91
1980-06-11,596,358.14,129475.35,682.04,0,2217.39,356334.49,0,374408.05
1980-06-12,590,354.38,127579,676.02,0,2189.23,351807.99,0,369651.97
1980-06-13,608.4,364.02,131880.71,698.16,0,2263.04,363670.27,0,382115.91
1980-06-16,595,357.36,129344.11,687.66,0,2215.87,357733.78,0,374135.81
1980-06-17,591.75,356.3,127674.46,680.47,0,2195.95,354518.59,0,370773.2
1980-06-18,602.5,362.21,130739.76,692.24,0,2236.46,361058.11,0,377612.55
1980-06-19,599,360.39,129368.3,688,0,2217.38,357977.73,0,374390.94
1980-06-20,602.9,362.79,131053.75,693.91,0,2238.51,361389.86,0,377959.51
1980-06-23,596.5,358.53,128768.68,684.99,0,2203.83,355790.38,0,372182.2
1980-06-24,603,363.04,129900.84,689.42,0,2223.2,358918.56,0,375454.51
1980-06-25,622.5,374.57,135572.38,717.23,0,2307.73,372564.32,0,389728.95
1980-06-26,624.5,375.73,135432.05,718.55,0,2301.95,371630.82,0,388752.44
1980-06-27,637.5,383.61,137358.75,725.67,0,2330.12,376179.45,0,393510.63
1980-06-30,653.5,392.72,145558.85,762.44,0,2451.52,399487.41,0,414677.55
1980-07-01,660,396.81,143974.24,753.92,0,2423.66,394947.75,0,409965.27
1980-07-02,661.5,397.86,146799.69,771.05,0,2485.62,405044.29,0,420445.71
1980-07-03,663.5,398.78,145779.56,760.46,0,2468.34,402229.59,0,417523.99
1980-07-04,666.5,399.04,146398.27,763.45,0,2471.62,402763.61,0,418078.31
1980-07-07,667.5,397.46,145015.03,760.14,0,2439.27,397036.35,0,412133.29
1980-07-08,687.5,408.84,150884.41,787.35,0,2533.12,412311.66,0,427989.42
1980-07-09,671,399.38,148000.11,775.86,0,2494.29,405991.44,0,421428.88
1980-07-10,656.5,390.55,144309.64,762.56,0,2443.89,397787.62,0,412913.12
1980-07-11,667,397.05,144390.87,763.95,0,2435.81,396473.33,0,411548.86
1980-07-14,650,387.23,141627.4,746.38,0,2403.7,388135.29,0,405447.67
1980-07-15,619.5,370.26,135910.87,715.47,0,2302.91,371859.42,0,388445.83
1980-07-16,624.75,372.87,136679.38,718.6,0,2316.38,374034.01,0,390717.41
1980-07-17,627.25,372.97,137765.28,724.56,0,2329.17,376100.27,0,392875.84
1980-07-18,606,362.02,134356.8,703,0,2260.69,365041.77,0,381324.08
1980-07-21,617.5,368.06,136397.61,715.37,0,2295.03,370586.58,0,387611.76
1980-07-22,613,364.44,135142.04,704.97,0,2253.43,363870.48,0,380587.12
1980-07-23,631.25,375.55,141516.39,728.78,0,2332.1,376573.78,0,393874.02
1980-07-24,643,381.77,141870.46,732.56,0,2333.57,376810.32,0,394121.44
1980-07-25,651.75,387.39,147061.5,754.54,0,2401,387699.12,0,405510.48
1980-07-28,643.5,383.11,145257.79,743.16,0,2364.29,380473.4,0,400456.29
1980-07-29,646.75,387.63,146432.26,750.88,0,2404.46,386937.62,0,407260.01
1980-07-30,629,380.12,144591.44,742.2,0,2393.14,385117.05,0,405343.83
1980-07-31,614.25,372.37,140586.52,718.1,0,2329.04,378648.53,0,394486.26
1980-08-01,622,379.26,145223.98,741.2,0,2421.77,393724.26,0,410192.56
1980-08-04,630.75,383,140612.5,720.46,0,2291.76,381221.84,0,390528.27
1980-08-05,630.5,381.27,142246.52,727.11,0,2303.17,383119.51,0,392472.27
1980-08-06,627.75,378.31,141578.01,726.28,0,2283.77,379893.47,0,389167.47
1980-08-07,629.5,381.67,142816.15,732.69,0,2302.67,383036.76,0,392387.5
1980-08-08,630,382.11,142898.21,730.06,0,2296.48,382007.87,0,391333.49
1980-08-11,617,374.78,138793.65,712.81,0,2264.22,371900.91,0,383894.27
1980-08-12,605,367.18,136668.6,711.12,0,2258,370879.55,0,382839.97
1980-08-13,615.25,373.5,137968.41,713.62,0,2265.56,372120.67,0,384121.11
1980-08-14,626,381.24,139857.25,722.09,0,2291.19,376331.32,0,388467.56
1980-08-15,624.5,380.01,141214.88,725.53,0,2298.36,377507.85,0,389682.03
1980-08-18,612.25,374.39,137902.22,708.79,0,2243.96,368995.73,0,380419.91
1980-08-19,624,382.52,139299.31,722.73,0,2295.58,377483.36,0,389170.32
1980-08-20,634.75,388.59,139604.69,722.47,0,2295.2,377420.34,0,389105.35
1980-08-21,645.25,395.41,143909.82,742.93,0,2359.31,387963.28,0,399974.7
1980-08-22,639.2,393.69,143086.95,741.11,0,2359.11,387930.45,0,399765.17
1980-08-25,639.2,393.69,143086.95,741.11,0,2359.11,387930.45,0,399765.17
1980-08-26,628.85,386.84,137957.25,728.77,0,2307.22,379396.95,0,390971.33
1980-08-27,633.85,389.48,139056.46,732.59,0,2310.11,379872.85,0,391461.75
1980-08-28,635.3,388.38,138170.21,732.75,0,2315.21,380711.96,0,392326.45
1980-08-29,631.25,386.52,138824.34,733.26,0,2308.45,390549.07,0,391180.5
1980-09-01,628.75,384.19,136452.82,724.15,0,2302.4,384243.31,0,390562.04
1980-09-02,640,389.68,136488.83,730.15,0,2312.93,386000.57,0,392348.2
1980-09-03,636.75,387.28,137971.97,736.9,0,2332.48,389263.3,0,395664.59
1980-09-04,647.25,393.64,138292.69,740.46,0,2331.22,389053.41,0,395451.24
1980-09-05,651,396.91,141116.7,752.67,0,2374.3,396243.33,0,402759.41
1980-09-08,672,409.01,143066.01,768.34,0,2426.05,403057.79,0,412578.59
1980-09-09,670.5,408.45,146073.21,783.5,0,2496.09,414694.02,0,424489.68
1980-09-10,686.5,418,148590.58,796.48,0,2537.89,421638.09,0,431597.78
1980-09-11,674,410.18,144974.39,786.14,0,2492.89,414161.81,0,423944.9
1980-09-12,685.5,417.83,147776.35,804.8,0,2553.41,424217.77,0,434238.39
1980-09-15,666.5,406.83,142944.92,782.9,0,2474.53,414375.28,0,419786.73
1980-09-16,668,408.09,141323.95,778.54,0,2468.27,413326.9,0,418724.66
1980-09-17,673,410.48,143718.92,794.28,0,2500.2,418673.32,0,424140.9
1980-09-18,672,411.78,143560.69,787.46,0,2492.53,417389.11,0,422839.92
1980-09-19,674,414.08,142223.34,786.61,0,2493.86,417611.25,0,423064.96
1980-09-22,710,437.7,150001.76,814.83,0,2563.98,429354.44,0,435499.26
1980-09-23,711,439.62,157145.59,837.16,0,2645.08,442935.21,0,449274.39
1980-09-24,710.5,436.05,152676.69,829.15,0,2616.04,438072.18,0,444341.76
1980-09-25,697.75,429.08,151344.42,822.4,0,2591.96,434038.73,0,440250.59
1980-09-26,698.75,431.24,147442.41,813.99,0,2570.04,430369.23,0,436528.57
1980-09-29,679.25,420.63,145891.76,805.35,0,2532.62,424584.37,0,429410.47
1980-09-30,666.75,412.83,141296.4,783.94,0,2472.34,418750,0,419188.68
1980-10-01,682,421.52,141606.58,794.53,0,2502.62,423878.57,0,424322.63
1980-10-02,665.75,412.11,140546.83,791.9,0,2493.89,422401.05,0,422843.56
1980-10-03,660.5,408.97,139145.8,782.84,0,2471.52,418611.94,0,419050.48
1980-10-06,675.5,415.79,139592.54,782.95,0,2472.62,417849.84,0,420037.74
1980-10-07,678.15,418.72,141894.02,792.99,0,2508.36,423888.64,0,426108.16
1980-10-08,677,417.58,140550.28,786.8,0,2488.34,420505.8,0,422707.61
1980-10-09,690,425.97,142340.86,795.03,0,2511.23,424373.94,0,426596
1980-10-10,685.25,422.79,142828.35,795.97,0,2511.05,424343.59,0,426565.5
1980-10-13,679.75,420.03,141545.73,795.01,0,2513.53,422848.17,0,427187.55
1980-10-14,668.5,414.51,139221.52,784.54,0,2482.2,417576.91,0,421862.2
1980-10-15,678,422.02,140155.35,787,0,2491.34,419114.15,0,423415.21
1980-10-16,674,420.06,140202.25,785.22,0,2471.13,415713.74,0,419979.91
1980-10-17,670.5,420.34,139040.83,778.82,0,2451.87,412474.92,0,416707.85
1980-10-20,657,415.45,138580.08,775.04,0,2429.93,407864.62,0,413416.91
1980-10-21,652.5,412.84,135711.22,761.62,0,2381.98,399815.39,0,405258.1
1980-10-22,660,417.88,138129.45,769.33,0,2407.79,404146.93,0,409648.61
1980-10-23,634.5,401.19,136617.82,759.11,0,2362.9,396613.42,0,402012.55
1980-10-24,633,401.01,132163.14,731.85,0,2288.08,384054.69,0,389282.85
1980-10-27,637.25,406.42,135406.67,742.14,0,2346.88,387815.82,0,397154.75
1980-10-28,631.75,405.23,134566.71,740.96,0,2339.05,386522.95,0,395830.74
1980-10-29,644,411.75,135210.13,754.86,0,2380.01,393291.95,0,402762.75
1980-10-30,642.5,412.66,135442.52,757.77,0,2382.94,393776,0,403258.46
1980-10-31,629,404.91,134300.04,747.98,0,2357.1,414417.51,0,398885.45
1980-11-03,640.5,414.58,133752.01,747.61,0,2323.3,412125.64,0,396440.68
1980-11-04,646,418.09,135858.22,765.64,0,2363.33,419225.66,0,403270.48
1980-11-05,652,427.16,137919.42,774.92,0,2395.69,424966.54,0,408792.87
1980-11-06,632,414.49,134094.47,752.59,0,2325.86,412580.32,0,396878.05
1980-11-07,596,392.9,128831.26,715.74,0,2232.41,396002.78,0,380931.44
1980-11-10,612.5,395.29,129406.39,729.78,0,2286.52,409260.04,0,386350.27
1980-11-11,598.5,385.18,126397.86,708.2,0,2220.1,397370.56,0,375126.33
1980-11-12,619.5,400.05,130869.34,725.89,0,2258.39,404224.02,0,381596.15
1980-11-13,622,400.33,131199.43,729.49,0,2259.69,404456.71,0,381815.82
1980-11-14,612.5,396.48,131130.86,730.18,0,2271.74,406613.95,0,383852.3
1980-11-17,611.75,401.25,129952.58,724.28,0,2235.39,403748.88,0,380753.41
1980-11-18,619,403.91,131417.41,731.97,0,2263.91,408900.11,0,385611.26
1980-11-19,629.75,408.59,133528.89,745.01,0,2323.05,419581.42,0,395684.21
1980-11-20,630.5,410.68,135517.93,753.13,0,2337.98,422279.39,0,398228.53
1980-11-21,634.75,415.47,136186.84,755.51,0,2375.16,428994.72,0,404561.38
1980-11-24,631,412.75,135490.25,755.16,0,2335.48,430645.48,0,396876.55
1980-11-25,616.25,402.53,131045.84,727.95,0,2242.04,413415.54,0,380997.69
1980-11-26,623,407.86,135375.42,743.05,0,2274.31,419366.07,0,386481.62
1980-11-27,622,407.95,133802.66,735.06,0,2256.69,416117.84,0,383488.09
1980-11-28,619.75,406.73,134552.92,738.66,0,2269.34,409443.86,0,385638.38
1980-12-01,635,419.19,138487.36,757.62,0,2342.38,420181.72,0,396420.01
1980-12-02,627,414.59,135647.21,747.53,0,2316.97,415623.32,0,392119.4
1980-12-03,627.25,414.01,134034.32,748.56,0,2316.84,415599.76,0,392097.17
1980-12-04,631.5,417.49,133718.44,754,0,2337.04,419222.55,0,395515.09
1980-12-05,617,410.93,131101.88,741.43,0,2294.78,411642.4,0,388363.6
1980-12-08,617.25,411.18,128210.41,734.88,0,2254.51,407714.07,0,384657.43
1980-12-09,604,405.97,128057.55,733.74,0,2251.82,407227.99,0,384198.84
1980-12-10,579,393.29,124870.5,712.38,0,2182.38,394669.28,0,372350.33
1980-12-11,558,381.09,120593.48,688.77,0,2127.1,384673.14,0,362919.48
1980-12-12,562.75,382.18,116463.72,665.92,0,2045.86,369980.46,0,349057.68
1980-12-15,579,389.73,121254.34,696.28,0,2133.78,386781.18,0,363040.95
1980-12-16,561,384.35,116983.07,677.29,0,2077.81,376636.74,0,353519.16
1980-12-17,575.5,388.86,119386.74,690.16,0,2105.24,381607.43,0,358184.75
1980-12-18,573.5,388.78,120905.87,694.19,0,2125.46,385274.05,0,361626.32
1980-12-19,575,379.74,116881.88,668.32,0,2054.72,372451.35,0,349590.66
1980-12-22,594.75,397.72,123244.99,706.87,0,2169.41,392325.4,0,371250.26
1980-12-23,602.5,399.21,125076.01,717.79,0,2183.75,394917.06,0,373702.7
1980-12-24,602.5,398.45,125372.89,718.7,0,2182.28,394651.25,0,373451.17
1980-12-25,602.5,398.45,125372.89,718.7,0,2182.28,394651.25,0,373451.17
1980-12-26,602.5,398.45,125372.89,718.7,0,2182.28,394651.25,0,373451.17
1980-12-29,593.75,396.03,124461.53,714.7,0,2219.44,395387.82,0,376209.77
1980-12-30,589.75,391.8,119290.01,697.33,0,2140.35,381298.24,0,362803.59
1980-12-31,589.75,392.41,119823.1,703.65,0,2149.91,389010.82,0,367506.77
1981-01-01,589.75,392.41,119823.1,703.65,0,2149.91,389010.82,0,367506.77
1981-01-02,589.75,396.09,119311.02,703.98,0,2158.49,390562.85,0,368973.01
1981-01-05,597.5,395.27,118058.75,703.82,0,2157.67,386864.87,0,370309.67
1981-01-06,599.25,395.28,119568.3,711.6,0,2173.97,389787.66,0,373107.38
1981-01-07,585,387.88,118325.61,698.49,0,2146.94,384941.21,0,368468.33
1981-01-08,574.75,384.36,115599.02,681.43,0,2099.63,376459.09,0,360349.18
1981-01-09,577.75,388.87,117681.65,688.55,0,2128.67,381665.85,0,365333.13
1981-01-12,562,378.96,115027.7,670.64,0,2077.09,371151.31,0,353217.34
1981-01-13,562.75,382.95,114929.95,673.47,0,2092.44,373894.35,0,355827.84
1981-01-14,556.5,377.62,114080.38,667.97,0,2068.44,369606.35,0,351747.03
1981-01-15,571.5,388.71,114213.16,674.31,0,2083.68,372330.15,0,354339.22
1981-01-16,560.75,382.63,114044.93,670.4,0,2076.32,371015.16,0,353087.77
1981-01-19,566.75,386.47,112923.79,664.66,0,2054.21,366235.15,0,350133.39
1981-01-20,562,382.75,113072.71,670.4,0,2061.16,367473.46,0,351317.25
1981-01-21,578,391.84,114796.87,684.16,0,2099.07,374233.01,0,357779.61
1981-01-22,564,387.79,113836.53,675.59,0,2087.99,372256.02,0,355889.55
1981-01-23,553,381.41,111798.94,656.92,0,2029.58,361843.25,0,345934.57
1981-01-26,528.5,367.71,107948.92,630.69,0,1941.76,346186.89,0,330209.61
1981-01-27,524,366.82,104700.74,615.84,0,1902.67,339217.47,0,323561.85
1981-01-28,523.5,368.88,107229.73,625.63,0,1926.87,343531.35,0,327676.63
1981-01-29,493.75,349.42,103306.27,605.2,0,1863.94,332311.28,0,316974.39
1981-01-30,506.5,363.31,104952,605.7,0,1897.5,337842.73,0,322681.85
1981-02-02,493.5,353.36,100151.8,588.63,0,1818.27,330839.16,0,309298.96
1981-02-03,486.25,351.25,102062.53,598.34,0,1841.38,335043.85,0,313229.89
1981-02-04,505,361.61,102337.16,602.05,0,1852.12,336998.51,0,315057.28
1981-02-05,498.5,361.24,100865.25,595.21,0,1838.93,334598.89,0,312813.89
1981-02-06,500.5,361.93,103179.98,606.11,0,1871.28,340485.48,0,318317.22
1981-02-09,512.5,371.01,105068.41,616,0,1885.73,346717.16,0,321872.35
1981-02-10,519.5,377.32,105555.86,619.82,0,1898.45,349056.7,0,324044.25
1981-02-11,501,364.39,102998.41,604.06,0,1851.49,340421.03,0,316027.39
1981-02-12,490.25,361.7,101267.65,591.94,0,1826.12,335757.06,0,311697.63
1981-02-13,491.5,367.37,102263.01,591.27,0,1846.98,339593.14,0,315258.83
1981-02-16,490.25,372.24,100981.84,587.01,0,1773.44,339996.12,0,303571.23
1981-02-17,500.75,373.46,103046.87,601.11,0,1809.71,346948.88,0,309779.11
1981-02-18,505,375.08,103545.14,603.44,0,1820.4,348999.36,0,311609.93
1981-02-19,503.25,367.49,104616.73,606.25,0,1817.85,348511.06,0,311173.94
1981-02-20,511.5,366.88,106505.08,614.52,0,1831.31,351090.42,0,313476.96
1981-02-23,501.5,362.16,105563.19,605.75,0,1876.68,355421.09,0,320298.57
1981-02-24,503,365.04,104279.95,603.47,0,1875.91,355275.8,0,320167.63
1981-02-25,500.5,362.34,104838.92,605.09,0,1888.01,357566.75,0,322232.19
1981-02-26,492,357.82,102888.63,594.42,0,1850.88,350535.66,0,315895.91
1981-02-27,489,357.95,102819.77,588.57,0,1849.64,328679.09,0,315684.47
1981-03-02,465.5,344.46,100100.98,570.9,0,1736.53,321727.14,0,296559.99
1981-03-03,471,348.93,97213.11,560.67,0,1686.44,312445.47,0,288004.38
1981-03-04,465.5,341.58,99196.58,571.49,0,1726.47,319863.4,0,294842.04
1981-03-05,461.5,339.08,95484.82,548.96,0,1654.66,306557.47,0,282576.97
1981-03-06,467,343.28,96443.1,553.81,0,1680.38,311324.2,0,286970.82
1981-03-09,474.25,346.15,97568.16,566.6,0,1714.12,315990.85,0,292544.17
1981-03-10,487.25,353.26,100117.75,579.73,0,1743.64,321431.65,0,297581.26
1981-03-11,476.25,347.21,98723.13,569.29,0,1719.35,316954.17,0,293436.01
1981-03-12,478,347.99,99071.32,572.38,0,1725.41,318072.05,0,294470.94
1981-03-13,492,357.69,102236.73,586.81,0,1778.61,327878.71,0,303549.94
1981-03-16,499.75,360.59,103498.16,594.33,0,1817.91,329778.13,0,311721.29
1981-03-17,493.25,355.17,103560.92,590.91,0,1805.39,327507.69,0,309575.17
1981-03-18,506,359.93,105979.33,602.75,0,1824.14,330908.85,0,312790.1
1981-03-19,510,360.56,107079.4,606.18,0,1831.47,332238.69,0,314047.13
1981-03-20,516.75,368.96,106150.6,601.71,0,1832.9,332496.96,0,314291.25
1981-03-23,526,381.39,111688.58,633.46,0,1964.67,352081.43,0,334136.95
1981-03-24,536.25,387.98,110722.7,628.13,0,1933.25,346451.18,0,328793.65
1981-03-25,528,382.54,111328.78,630.27,0,1943.84,348347.61,0,330593.43
1981-03-26,539.5,394.11,112826.94,632.12,0,1957.57,350808,0,332928.42
1981-03-27,538.75,396.44,115555.53,649.25,0,2026.21,363110.09,0,344603.5
1981-03-30,526.5,386.36,111897.94,628.6,0,1946.36,350499.42,0,330940.52
1981-03-31,513.75,375.1,108590.32,609.5,0,1880.86,345953.61,0,319803.05
1981-04-01,514.25,375.2,109617.08,611.32,0,1894.64,348489.53,0,322147.29
1981-04-02,519.5,380.19,110520.73,611.17,0,1904.25,350256.28,0,323780.49
1981-04-03,523,385.63,111559.75,619.39,0,1948.73,358438.62,0,331344.33
1981-04-06,533.75,398.87,112800.19,634.07,0,1980.16,371919.94,0,335260.39
1981-04-07,514.25,382.04,110423.77,612.81,0,1895,355924.67,0,320841.75
1981-04-08,508.5,375.31,108494.87,601.85,0,1853.98,348220.78,0,313897.22
1981-04-09,503,374.19,109514.37,607.17,0,1875.39,352241.56,0,317521.68
1981-04-10,493.5,368.13,105648.34,582.02,0,1809.19,339806.9,0,306312.69
1981-04-13,473.75,356.56,102865.81,565.9,0,1735.48,331740.4,0,299041.29
1981-04-14,483,362.53,103919.87,574.94,0,1752.33,334960.9,0,301944.35
1981-04-15,476.25,360.57,103972.86,574.1,0,1757.91,336028.24,0,302906.48
1981-04-16,482.5,365.61,104503.91,575.27,0,1765.95,337563.92,0,300518.59
1981-04-17,482.5,365.61,104503.91,575.27,0,1765.95,337563.92,0,300518.59
1981-04-20,482.5,365.61,104503.91,575.27,0,1765.95,337563.92,0,300518.59
1981-04-21,481,364.9,105069.04,574.04,0,1760.44,336510.16,0,299580.48
1981-04-22,501,376.17,107846.14,592.25,0,1793.65,342859.42,0,305232.95
1981-04-23,488.5,367.71,105452.51,585.72,0,1776.28,339538.63,0,302276.59
1981-04-24,494.5,374.3,105648.06,586.45,0,1792.95,342725.91,0,305114.09
1981-04-27,483,365.6,103600.35,582.87,0,1797.62,341028.15,0,307889.37
1981-04-28,482.75,366.28,103473.35,579.72,0,1790.54,339684.55,0,306676.33
1981-04-29,477.25,365.77,102735.13,572.08,0,1777.76,337261.08,0,304488.36
1981-04-30,482.75,369.74,103761.71,575.6,0,1788.72,326551.04,0,306365.45
1981-05-01,487.5,373.06,104558.73,579.54,0,1776.93,328525.75,0,304592.1
1981-05-04,487.5,373.06,104558.73,579.54,0,1776.93,328525.75,0,304592.1
1981-05-05,476.25,374.62,103777.61,573.15,0,1773.24,327843.57,0,303959.62
1981-05-06,482,377.07,104714.21,578.24,0,1792.17,331342.64,0,307203.77
1981-05-07,477.75,375.5,104451.31,574.88,0,1790.59,331051.39,0,306933.74
1981-05-08,485.75,379.19,104806.49,577.52,0,1788.88,330734.42,0,306639.87
1981-05-11,493,390.76,109161.84,601.7,0,1844.79,346358.79,0,315878.08
1981-05-12,484,385.58,107056.12,585.08,0,1805.26,338937.52,0,309109.91
1981-05-13,484.25,385.67,107200.93,583.64,0,1811.65,340137.03,0,310203.86
1981-05-14,476.5,382.29,106951.47,577.65,0,1799.57,337870.12,0,308136.45
