Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Canadian dollar (CAD),Chinese renmimbi (CNY),UAE dirham (AED),Korean won (KRW),Russian ruble (RUB),Indonesian rupiah (IDR)
2006-06-23,579.6,463.07,67349.5,651.88,4636.91,2128.81,554126.33,15713.82,5449687.62
2006-06-26,583.5,464.88,67887.3,655.47,4669.17,2143.08,559868.25,15800.59,5484900
2006-06-27,588.75,467.43,68403.92,660.49,4709,2162.36,564493.39,15915.38,5472431.25
2006-06-28,582.75,465.18,67770.91,656.15,4661.07,2140.38,558099.65,15796.6,5443176.38
2006-06-29,589.25,469.95,68429.6,656.45,4711.35,2164.26,566033.46,15968.67,5518915.5
2006-06-30,613.5,479.8,70132.24,682.27,4904.5,2253.32,582027.42,16474.92,5682850.5
2006-07-03,622.95,486.58,71458.58,692.41,4985.28,2287.97,588594.17,16733.05,5699992.05
2006-07-04,622,485.99,71284.31,688.21,4975.69,2284.48,586794.74,16701.94,5637808
2006-07-05,623,489.88,72087.32,693.93,4981.38,2288.31,589856.28,16773.02,5681760
2006-07-06,626,490.88,72074.51,694.73,5003.3,2299.27,594574.68,16834.39,5709120
2006-07-07,631.5,492.49,71987.84,703.08,5043.1,2319.53,598598.79,16939.35,5724547.5
2006-07-10,626,491.42,71417.2,704.59,5001.74,2299.33,589692,16836.26,5665300
2006-07-11,630.75,494.69,72078.95,714.13,5040.39,2316.78,597162.56,16956.45,5705133.75
2006-07-12,650,512.32,75123.75,740.15,5194.6,2387.48,616687.5,17511.65,5921500
2006-07-13,649.5,511.68,74851.62,735.3,5191.06,2385.65,616570.22,17488.43,5913697.5
2006-07-14,663.25,524.95,77152.55,748.11,5304.67,2436.15,632640.92,17897.79,6085318.75
2006-07-17,652.5,521.23,76424.06,739.84,5223.13,2396.67,622387.03,17628.26,6064335
2006-07-18,645,516.31,75681.07,730.91,5158.84,2369.05,618329.19,17454.99,5966250
2006-07-19,641.6,510.6,75108.88,726.61,5134.6,2356.63,614588.44,17319.03,5938006.64
2006-07-20,642.5,508.05,75002.23,728.34,5134.86,2359.93,611627.84,17292.88,5888512.5
2006-07-21,634,499.74,73610.57,721.3,5060.59,2328.71,602268.27,17038.75,5798564
2006-07-24,605.7,479.74,70682.15,692.53,4837.79,2224.71,576929.2,16312.23,5551240.05
2006-07-25,618.75,490.02,72310.21,705.75,4942.08,2272.64,589390.19,16664.17,5643000
2006-07-26,614.3,486.94,71777.85,700.18,4905,2256.35,586379.76,16548,5602414.22
2006-07-27,639,501.83,73804.5,723.16,5095.9,2347.01,608519.58,17128.07,5795730
2006-07-28,637.1,499.08,73075.35,719.83,5078,2340.1,607681.74,17081.92,5794423.17
2006-07-31,632.5,495.63,72380.14,714.88,5040.39,2323.14,604480.22,16957.32,5736775
2006-08-01,637.25,500.1,73382.52,723.63,5081.81,2340.65,609179.11,17097.41,5798975
2006-08-02,654.4,510.83,74977.87,736.23,5216.42,2403.64,629696.31,17515.01,5961583.11
2006-08-03,644.4,503.75,74138.2,725.5,5140.25,2366.85,622329.21,17257.03,5868872.11
2006-08-04,652.25,505.84,74483.68,735.71,5203.91,2395.68,629258.19,17392.24,5925365.13
2006-08-07,649.75,505.27,74718,727.52,5177.79,2386.5,625449.26,17348.32,5893232.5
2006-08-08,646,503.21,74338.45,723.29,5150.69,2372.73,622517.84,17261.11,5872140
2006-08-09,649,503.71,74742.08,726.75,5177.2,2383.74,622683.02,17314.83,5899410
2006-08-10,644.75,504.72,74426.71,725.92,5139.3,2368.2,617573.69,17263.66,5833698
2006-08-11,644.5,504.88,74791,721.97,5140.53,2367.22,619847.88,17266.79,5848193
2006-08-14,624.6,490.09,72731.52,702.39,4983.68,2294.12,603207.31,16745.83,5680111.07
2006-08-15,625.5,489.19,72567.38,702.97,5004.94,2297.49,604045.32,16744.63,5689235.25
2006-08-16,629.75,489.98,72912.45,703.3,5030.76,2313.07,607803.15,16831.14,5726001.88
2006-08-17,625.5,486.32,72260.88,698.71,4984.36,2297.49,601042.89,16719.61,5687358.75
2006-08-18,613.9,478.84,71052.77,690.24,4895.54,2254.88,588484.36,16418.75,5565309.56
2006-08-21,625,483.76,72415.62,698.03,4978.5,2295.59,597874.91,16662.49,5665937.5
2006-08-22,622.75,486.01,72522.34,694.65,4961.08,2287.33,595566.87,16657.62,5648653.88
2006-08-23,628.1,490.88,73189.33,695.71,5005.89,2306.98,600212.13,16811.47,5715394.62
2006-08-24,623.75,487.51,72557.72,693.08,4972.85,2291,598332.19,16697.78,5701075
2006-08-25,621.25,487.39,72869.52,688.84,4955.28,2281.82,597611.41,16658.81,5673565.63
2006-08-28,621.25,485.71,72788.75,689.8,4951.8,2281.76,598915.94,16632.48,5667974.38
2006-08-29,613.4,480.89,71709.51,682.01,4884.01,2252.99,589538.56,16446.05,5575191.71
2006-08-30,617.75,481.43,72304.55,686.04,4916.49,2268.9,593966.63,16518.07,5633880
2006-08-31,623.5,487.09,73127.19,691.93,4958.51,2290.02,599495.25,16685.17,5671979.5
2006-09-01,621.05,485.06,72864.67,686.79,4939.33,2281.02,596549.27,16621.96,5649069.02
2006-09-04,626.75,487.19,72668.52,693.47,4975.45,2301.96,600363.76,16738.86,5692456.88
2006-09-05,637.75,497.99,74039.58,709.53,5069.35,2342.36,610103.48,17013.25,5790770
2006-09-06,635.4,496.85,74113.04,702.4,5047.81,2333.79,608109.35,16960.73,5774196.61
2006-09-07,621.5,488.16,72370.56,689.86,4935.33,2282.74,594775.5,16615.18,5652542.5
2006-09-08,610,481.51,71208.34,683.38,4848.58,2240.44,583770,16353.24,5572350
2006-09-11,588,463.27,69222.29,659.47,4677.07,2159.69,563039.29,15759.86,5369910
2006-09-12,590.7,465.5,69557.87,659.78,4694,2169.61,566717.48,15832.23,5406085.95
2006-09-13,589,464.6,69298.79,660.3,4681.73,2163.37,564851,15790.5,5367262.5
2006-09-14,584.4,458.37,68611.47,652.34,4643.64,2146.47,559592.01,15630.56,5337032.11
2006-09-15,573.6,453.42,67446.73,643.44,4556.1,2106.8,548648.26,15379.65,5231230.66
2006-09-18,580.5,457.61,68501.9,648.85,4613.12,2132.15,555248.25,15548.69,5311284.75
2006-09-19,583.5,459.3,68368.69,654.8,4630.83,2143.11,555783.75,15618.54,5343693
2006-09-20,580.25,456.8,68025.6,654.2,4599.35,2131.17,551730.63,15532.39,5319441.88
2006-09-21,578.75,454.96,67586.42,648.98,4585.61,2125.72,546484.69,15483,5289775
2006-09-22,589,460.07,68544.88,658.21,4664.59,2163.37,557635.75,15706.86,5412910
2006-09-25,584.75,459.01,68120.45,652.87,4631.92,2147.7,552062.39,15634.75,5407475.63
2006-09-26,591,466.29,69167.68,660.06,4675.11,2170.71,558199.5,15838.79,5439564
2006-09-27,593.75,467.21,69685.46,661.79,4691.81,2180.75,560262.41,15890.23,5468437.5
2006-09-28,603,475.23,71066.56,670.08,4761.59,2214.73,569684.25,16149.36,5571720
2006-09-29,599.25,473.06,70750.44,668.55,4736.53,2200.96,567190.13,16060.85,5528081.25
2006-10-02,600.6,471.26,70705.61,670.57,4747.2,2205.94,569368.66,16059.14,5528521.65
2006-10-03,582.25,457.06,68638.54,651.92,4602.16,2138.58,551943.86,15579.55,5359611.25
2006-10-04,573.6,452.1,67699.12,646.99,4533.79,2106.75,544460.95,15375.34,5288590.65
2006-10-05,573.3,451.83,67468.79,646.25,4531.42,2105.7,544348.17,15372.89,5278944.6
2006-10-06,560.75,445.52,66704.01,632.02,4432.22,2059.61,532235.81,15086.41,5163105.63
2006-10-09,575.25,456.46,68520.9,645.52,4544.19,2112.81,554454.63,15466.45,5308407
2006-10-10,571.4,455.72,68359.42,646.45,4520.46,2098.67,548343.86,15398.36,5270878.4
2006-10-11,574.1,457.5,68653.73,652.35,4543.94,2108.64,550131.19,15467.51,5294635.9
2006-10-12,573,457.08,68482.09,651.1,4535.18,2104.66,548876.64,15446.3,5282773.5
2006-10-13,586.1,469.09,70252.85,666.98,4631.07,2152.77,559813.22,15823.76,5395342.2
2006-10-16,595.1,475.45,70962.68,677.28,4707.12,2185.71,568588.13,16043.23,5454387.71
2006-10-17,590,470.51,70035.94,672.33,4665.84,2166.98,563066.41,15892.23,5401450
2006-10-18,594,474.69,70730.55,675.47,4697.17,2181.73,567507.54,16018.28,5439555
2006-10-19,597.25,474.14,70675.57,677.4,4724.37,2193.67,571866.88,16055.12,5470810
2006-10-20,596.6,473.36,70855.18,670.94,4714.63,2191.28,571244.36,16034.81,5463363.16
2006-10-23,582.75,464.32,69524.98,656.96,4603.2,2140.35,559148.63,15685.01,5340903.75
2006-10-24,575.6,458.77,68764.03,649.94,4548.68,2114.15,551712.46,15494.28,5275372.66
2006-10-25,580.75,461.37,69176.03,653.37,4589.09,2133.07,555109.8,15612.65,5322573.75
2006-10-26,596.25,470.62,70712.26,671.85,4707.93,2190,566437.5,15973.23,5431837.5
2006-10-27,596.25,468.62,70121.98,666.99,4704.17,2190,564857.35,15947.15,5430346.88
2006-10-30,608.5,478.51,71483.53,683.35,4791.21,2234.93,574789.01,16276.61,5543435
2006-10-31,603.75,473.03,70732.33,676.47,4756.95,2217.6,568853.22,16123.44,5501671.88
2006-11-01,614.1,480.8,71834.32,694.24,4834.44,2255.62,576854.61,16400.61,5589843.92
2006-11-02,620.75,486.2,72692.93,705.33,4887.48,2280.05,582915.17,16574.49,5656274
2006-11-03,622.75,490.22,73524.97,703.27,4902.04,2287.33,583641.27,16674.13,5676677.63
2006-11-06,626.1,492.51,74145.87,707.4,4934.36,2299.7,590036.44,16754.43,5718483.01
2006-11-07,625.75,488.85,73497.46,705.63,4927.47,2298.41,587172.42,16693.12,5710907.38
2006-11-08,623.2,488.5,73484.62,703.62,4902.15,2288.98,582754.18,16648.78,5677351.56
2006-11-09,625.25,488.72,73951.44,707.72,4918.53,2296.54,585577.77,16677.75,5704155.75
2006-11-10,629.3,489.37,73917.55,711.99,4949.13,2311.45,587797.36,16750.07,5737011.67
2006-11-13,623.5,486.6,73644.7,709.26,4904.89,2290.15,583003.55,16622.82,5689437.5
2006-11-14,627,489.4,73788.49,714.12,4932.55,2303,587561.61,16719.89,5723569.5
2006-11-15,617.75,482.33,72947,704.88,4860.89,2268.96,581580.71,16472.61,5672489.38
2006-11-16,624.75,487.84,73792.34,713,4917.72,2294.68,585734.24,16656.92,5719898.63
2006-11-17,620.5,483.73,73017.33,710.29,4884.45,2279.07,582587.39,16536.13,5685641.5
2006-11-20,625.5,488.04,73918.45,718.36,4925.19,2297.49,585092.64,16677.2,5725514.25
2006-11-21,624.5,486.88,73631.67,717.27,4915.44,2293.76,584157.24,16644.64,5707930
2006-11-22,631.8,488.46,73671.01,721.07,4968.92,2320.63,590069.4,16781.55,5770859.42
2006-11-23,630.25,486.66,73194.08,719.59,4955.03,2314.94,586384.54,16730.93,5754497.63
2006-11-24,639.5,488.45,74089.27,725.1,5021.67,2348.85,596077.86,16884.23,5845669.5
2006-11-27,638.75,486.72,74149.29,722.07,5010.1,2346.22,594484.59,16843.86,5839452.5
2006-11-28,637,484.39,74041.69,720.92,4994.08,2339.73,592919.48,16781.12,5851163.5
2006-11-29,637.5,484.7,74051.99,725.09,4992.45,2341.57,593257.41,16792.22,5844281.25
2006-11-30,646.7,487.87,74794.08,738.53,5065.86,2375.2,601010.51,16973.6,5927005.05
2006-12-01,648.75,486.48,74719.77,742.23,5083.6,2382.79,602396.69,16978.76,5949037.5
2006-12-04,646,484.82,74564.54,740.64,5056.56,2372.73,599165,16915.11,5910900
2006-12-05,645.9,485.37,74320.46,738.3,5052.1,2372.16,597005.15,16919.67,5887700.56
2006-12-06,636,477.6,73085.94,729.36,4975.68,2335.87,582671.34,16651.75,5800320
2006-12-07,627.75,472.12,72288.55,721.25,4911.26,2305.51,573700.66,16455.83,5695261.88
2006-12-08,637.4,478.62,73613.31,731.73,4987.33,2341.14,586503.46,16694.11,5780898.41
2006-12-11,626.75,474.25,73364.22,719.85,4910.59,2302.02,580276.4,16471.61,5695590.63
2006-12-12,628,474.3,73535.65,724.08,4917.74,2306.61,579424.14,16489.39,5695960
2006-12-13,624,471.96,73173.36,720.97,4883.74,2291.95,575671.08,16395.28,5659680
2006-12-14,627.4,476.37,73804.18,726.06,4905.33,2304.35,577803.91,16517.55,5689576.01
2006-12-15,623.75,476.53,73418.49,722.83,4882.4,2290.88,575752.32,16466.06,5668016.25
2006-12-18,614,469.9,72525.68,710.34,4801.6,2255.13,569300.77,16222.49,5579418
2006-12-19,620.5,471.15,73290.35,717.08,4853.05,2279,578336.9,16331.87,5671370
2006-12-20,619.25,469.7,73285.13,710.03,4839.56,2274.35,573425.5,16288.13,5628982.5
2006-12-21,620.5,471.34,73495.12,716.65,4850.45,2279,575544.65,16334.96,5625142.75
2006-12-22,620.5,471.67,73712.3,718.14,4850.01,2278.94,576196.21,16342.1,5632588.75
2006-12-25,620.5,471.67,73712.3,718.14,4850.01,2278.94,576196.21,16342.1,5632588.75
2006-12-26,620.5,472.4,73811.57,719.72,4852.31,2278.94,576971.83,16355.76,5632588.75
2006-12-27,628.5,478.84,74593.52,729.72,4915.81,2308.39,584819.25,16575.74,5676926.25
2006-12-28,632,480.85,75198.51,733.15,4938.51,2321.18,587538.74,16654.14,5711700
2006-12-29,632,479.28,75305.96,735.46,4932.82,2321.18,587760,16637.71,5683892
2007-01-01,632,479.28,75305.96,735.46,4932.82,2321.18,587760,16637.71,5683892
2007-01-02,639.75,481.83,76018.29,745.56,4993.31,2349.64,592184.53,16831.82,5751352.5
2007-01-03,642.6,486.98,76703.93,752.03,5015.56,2360.11,595111.63,16906.8,5764120.69
2007-01-04,628.7,480.31,74963.03,739.16,4909.52,2309.12,585539.61,16587.93,5663014.81
2007-01-05,609.5,469.08,72362.88,716.56,4756.96,2238.69,569486.24,16081.35,5493423.5
2007-01-08,609.5,468.54,72277.55,717.47,4764.46,2238.6,571741.36,16081.35,5509880
2007-01-09,609.6,468.87,72789.27,718.75,4757.93,2238.97,572139.82,16141.44,5507734.68
2007-01-10,608.4,469.93,72785.92,716.3,4749.84,2234.56,570557.31,16147.24,5524271.11
2007-01-11,612,474.77,73712.34,720.72,4770.48,2247.78,574606.74,16278.59,5581746
2007-01-12,619.75,479.22,74583.81,725.42,4833.06,2276.25,582595.87,16468.92,5658317.5
2007-01-15,627,484.75,75556.63,732.18,4885.46,2302.88,588439.5,16659.7,5715105
2007-01-16,627.05,484.94,75706.85,735.37,4884.72,2303,586636.32,16652.4,5688909.35
2007-01-17,626.5,483.84,75508.91,735.79,4870.41,2300.98,586999.14,16632.16,5705848.75
2007-01-18,635,490.37,77028.67,745.97,4934.58,2332.26,594772.69,16845.28,5780405
2007-01-19,629,485.92,76335.43,738.1,4889.78,2310.16,588964.06,16701.83,5709747.5
2007-01-22,639,493.19,77692.81,750.73,4967.78,2346.92,600755.79,16954.9,5808510
2007-01-23,642.5,493,77983.44,759.34,4997.43,2359.77,604110.63,17010.15,5837112.5
2007-01-24,642.1,495.28,77681.24,759.7,4990.72,2358.27,601069.58,17030.41,5828661.42
2007-01-25,651.75,502.25,78825.9,767.4,5064.42,2393.78,610070.46,17274.07,5927666.25
2007-01-26,645.5,500.21,78431.47,762.53,5019.28,2370.82,607157.21,17150.28,5885023.5
2007-01-29,644.75,498.43,78598.25,762.61,5012.61,2368.07,606355.11,17123.98,5881731.88
2007-01-30,645.2,497.97,78407.92,762.59,5016.43,2369.72,608229.96,17124.57,5871319.56
2007-01-31,650.5,500.6,78684.47,767.85,5056.92,2389.19,612445.75,17241.98,5919550
2007-02-01,660.2,506.97,79557.39,776.96,5122.16,2424.68,618607.35,17485.22,5995605.86
2007-02-02,645.7,497.67,78216.86,764.41,5008.05,2371.43,605214.44,17107.82,5861018.46
2007-02-05,649.4,502.42,78126.05,768.43,5039.93,2385.08,607643.46,17240.88,5886810.11
2007-02-06,653.25,504.38,78700.29,773.09,5066.28,2399.22,609416.86,17329.42,5914525.5
2007-02-07,653.75,502.25,78878.21,774.66,5065.25,2401.06,610340.9,17307.54,5908919.38
2007-02-08,656,503.13,79477.68,778.02,5082.95,2409.32,613425.5,17269.69,5940080
2007-02-09,664.5,511.25,80866.32,781.15,5148.28,2440.48,621008.35,17524.66,6015386.25
2007-02-12,664.55,512.67,80945.48,780.81,5154.91,2440.66,623115.06,17542.78,6009856.16
2007-02-13,667.8,513.16,81000.78,780.46,5186.27,2452.59,627464.6,17606.54,6059949.33
2007-02-14,668.25,509.12,80707.89,779.81,5183.95,2454.25,627119.18,17539.55,6059691
2007-02-15,664.75,505.8,79414.36,773.27,5155.47,2441.49,621341.79,17431.73,6010004.75
2007-02-16,665.1,506.84,79349.73,774.08,5149.6,2442.94,622799.44,17452.55,6019153.67
2007-02-19,670.75,510.44,80285.42,780.59,5193.35,2463.23,628123.81,17584.05,6086385.5
2007-02-20,663.9,504.73,79737.69,774.77,5140.31,2437.87,623036.83,17397.49,6016592.86
2007-02-21,661.25,503.6,80007.94,767.81,5119.79,2428.24,620550.03,17335.96,5996876.25
2007-02-22,676.6,516.19,82162.9,785.77,5238.64,2484.68,635225.67,17754.79,6145218.17
2007-02-23,683,518.74,82694.22,791.29,5288.2,2508.18,640654,17882.09,6201298.5
2007-02-26,685.75,520.67,82663.73,795.2,5316.96,2518.11,643713.49,17949.16,6218038.13
2007-02-27,676.2,510.55,80285.22,788.01,5234.8,2483.04,634850.23,17653.48,6148348.06
2007-02-28,664.2,502.82,78697.72,778.81,5141.24,2438.84,625477.06,17363.84,6065141.85
2007-03-01,670.4,509.25,78855.79,786.18,5191.24,2461.64,631315.56,17554.75,6135835.11
2007-03-02,651.9,494.93,76288.58,766.31,5049.94,2393.61,614741.61,17070.97,5976292.35
2007-03-05,636.75,486.11,73847.08,751.24,4934.81,2338.11,605803.89,16721.25,5893121.25
2007-03-06,643.75,491.13,74839.15,756.63,4983.59,2363.82,610049.63,16895.22,5935375
2007-03-07,646.4,491.73,75341.14,761.26,5003.14,2373.55,613271.91,16941.81,5953343.1
2007-03-08,654.25,498.46,76759.88,772.28,5063.89,2402.37,620098.02,17160.32,6002743.75
2007-03-09,652.25,497.39,77040.5,765.45,5051.35,2394.96,616897.92,17109.49,5985046
2007-03-12,647.75,491.26,76120.34,757.35,5021.36,2378.44,611443.58,16950.84,5941486.88
2007-03-13,650.8,493.05,76124.04,760.56,5039.14,2389.7,614712.83,17019.26,5996794.8
2007-03-14,643.25,486.33,74832.48,756.11,4977.47,2361.92,608675.31,16800.59,5930443.38
2007-03-15,648.5,489.53,76036.63,762.47,5021.98,2381.19,612508.25,16931.68,5982736.75
2007-03-16,653.2,490.89,76270.89,766.89,5053.15,2398.55,617077.96,17007.69,6025769.55
2007-03-19,655,492.54,77018.17,769.69,5067.08,2405.13,618090.69,17054.23,6042375
2007-03-20,659,495.84,77320.46,766.98,5099.01,2419.81,620514.3,17170.57,6033145
2007-03-21,658.75,495.13,77623.8,762.73,5094.77,2418.83,617907.5,17151.54,6017681.25
2007-03-22,663,496.31,78078.19,767.46,5122.74,2434.5,621860.82,17227.23,6037609.5
2007-03-23,656.25,493.37,77322.65,761.32,5071.5,2409.72,615168.69,17089.24,5978437.5
2007-03-26,663,497.28,78151.13,769.18,5130.43,2434.5,621628.7,17242.3,6035620.5
2007-03-27,664,497.47,78302.19,769.28,5134.98,2438.11,624658,17261.61,6056012
2007-03-28,666.75,498.78,77659.7,771.6,5153.64,2448.21,626244.94,17321.49,6100762.5
2007-03-29,661,495.74,77935.2,765.8,5107.55,2427.16,621670.5,17192.67,6032286
2007-03-30,661.75,497.13,78136.13,763.43,5115.46,2429.91,622441.95,17227.4,6038468.75
2007-04-02,658.25,492.17,77545.14,760.9,5090.91,2416.96,617010.54,17097.84,5999619.63
2007-04-03,664.25,496.73,78902.93,768.24,5135.65,2439.23,622236.19,17252.96,6041353.75
2007-04-04,672.25,502.64,79738.93,778.1,5198.17,2468.67,629562.13,17457.92,6128231
2007-04-05,673.5,501.25,79840.06,774.32,5202.32,2472.59,628072.29,17448.63,6128850
2007-04-06,673.5,501.25,79840.06,774.32,5202.32,2472.59,628072.29,17448.63,6128850
2007-04-09,673.5,503.87,80328.34,775.7,5208.85,2472.92,628409.04,17493.31,6125482.5
2007-04-10,677.4,503.92,80661.39,776.81,5239.69,2487.24,632522.16,17543.3,6164339.11
2007-04-11,678.2,504.67,80926.21,775.86,5239.09,2490.25,632387.51,17566.39,6161446.56
2007-04-12,677.25,501.8,80558.89,769.49,5232.43,2486.69,631366.31,17503.25,6170424.75
2007-04-13,681.75,504.5,81329.37,774.91,5264.27,2503.28,633175.31,17608.23,6201198
2007-04-16,686.5,506.7,82239.27,776.33,5308.77,2520.93,638822.44,17704.89,6243717.5
2007-04-17,688,506.98,82057.75,776.85,5317.62,2526.51,639324,17728.45,6252200
2007-04-18,688.75,507.05,81434.35,777.08,5318.39,2529.47,639917.52,17738.4,6250061.88
2007-04-19,681.9,501.12,80644.89,769.01,5261.88,2504.55,633655.48,17549.91,6206993.86
2007-04-20,691.4,508.63,82186.7,776.41,5336.15,2539.13,641238.81,17800.26,6285516.51
2007-04-23,688.7,507.67,81765.9,772.82,5319.93,2529.49,637908.33,17749.79,6259938.21
2007-04-24,688.4,505.34,81503.1,772.21,5318.65,2528.39,638318.81,17701.58,6256522.51
2007-04-25,684,500.71,81036.89,763.69,5277.81,2512.23,633897,17564.02,6212088
2007-04-26,673,494.65,80346.1,754.6,5199.8,2471.83,625048.75,17317.69,6110840
2007-04-27,677.5,496.1,80934.14,755.24,5225.9,2488.42,629499.06,17397.11,6150006.25
2007-04-30,677,496.06,80904.88,748.19,5215.54,2486.59,629948.5,17396.19,6149191
2007-05-01,673.6,495.42,80660.21,747.26,5189.35,2474.1,627458.26,17340.98,6114602.67
2007-05-02,669.5,492.44,80416.99,741.77,5157.76,2459.04,622969.75,17232.32,6074038.75
2007-05-03,674.2,497,81129.85,745.4,5193.97,2476.3,624983.36,17373.49,6099149.86
2007-05-04,688.8,506.94,82810.95,762.78,5306.44,2529.86,638999.55,17735.25,6181633.85
2007-05-07,688.8,505.67,82590.54,759.64,5306.44,2530,635762.22,17712.62,6119986.26
2007-05-08,684.25,505.86,82010.78,756.4,5265.99,2513.15,631528.5,17661.51,6082640.38
2007-05-09,683,504,81765.34,755.26,5254.66,2508.59,631433.5,17613.71,6020645
2007-05-10,673.5,498.41,81112.97,745.6,5181.64,2473.77,622987.5,17395.15,5903227.5
2007-05-11,669,494.73,80350.24,745.23,5135.65,2457.24,619995.75,17273.57,5934030
2007-05-14,670.2,495.03,80668.61,742.01,5147.34,2461.64,619432.31,17288.54,5897759.57
2007-05-15,668.25,491.49,80357.06,733.77,5136.7,2454.45,617797.13,17200.48,5883941.25
2007-05-16,667.75,491.95,80587.41,736.43,5129.65,2452.65,616967.58,17204.41,5879538.75
2007-05-17,656.75,486.79,79640.79,720.98,5037.73,2412.01,609529.58,16973.2,5776116.25
2007-05-18,657,486.87,79631.68,716.2,5038.27,2413.13,613670.72,16975.36,5794740
2007-05-21,658,488.95,80009.5,713.47,5045.08,2416.08,612269,17028.7,5760790
2007-05-22,662,491.74,80376.73,719.1,5067.41,2430.7,615891.6,17127.39,5745498
2007-05-23,662.05,490.79,80396.02,716.17,5066.67,2430.55,616699.39,17115.97,5766453.8
2007-05-24,659,490.49,80012.48,713.6,5042.6,2419.75,613858.5,17070.73,5759660
2007-05-25,655.3,486.98,79707.39,707.82,5014.81,2406.06,608282.04,16962.76,5733873.29
2007-05-28,655.3,486.98,79707.39,707.82,5014.81,2406.06,608282.04,16962.76,5733873.29
2007-05-29,660.15,489.6,80363.34,707.45,5049.95,2424.04,612387.99,17070.02,5819221.39
2007-05-30,652.65,485.95,79313.28,701.57,4990.88,2396.63,607617.06,16909.5,5769425.14
2007-05-31,659.1,489.8,80288.24,704.64,5039.87,2420.45,611974.21,17060.49,5817874.41
2007-06-01,666.5,496.7,81336.32,709.12,5096.93,2447.55,618778.54,17276,5883195.5
2007-06-04,671.1,497.74,81709.76,709.32,5134.72,2464.78,622747.08,17356.65,5888901.21
2007-06-05,671.5,496.58,81684.61,712.36,5131.07,2466.25,622984.13,17346.01,5905842.5
2007-06-06,669.7,496.35,81057.13,708.64,5113.69,2459.64,620811.86,17308.06,5963678.07
2007-06-07,668.75,496.9,81216.34,709.64,5115.07,2456.08,619764.06,17307.92,5935156.25
2007-06-08,655.25,490.47,79694.78,695.32,5015.94,2406.5,610201.56,17023.72,5966051.25
2007-06-11,650.3,487.32,79164.24,690.55,4983.38,2388.45,606404.57,16904.87,5901470.73
2007-06-12,647.25,486.05,78805.92,689.03,4947.32,2377.25,601651.11,16843.87,5812305
2007-06-13,647.65,486.79,79223.77,691.01,4945.45,2378.72,603253.47,16868.17,5882604.06
2007-06-14,653.25,490.7,80294.22,697.96,4992.79,2399.29,607424.42,17010.3,5924977.5
2007-06-15,653.1,488.7,80667.63,694.73,4980.15,2398.8,606305.15,16970.6,5907614.72
2007-06-18,656,489.72,81111.11,704.22,5006.13,2409.32,609260,17027.65,5838400
2007-06-19,656.3,489.47,80970.99,697.78,4999.36,2410.42,608882.14,17024.35,5857475.76
2007-06-20,657.7,490.18,81314.73,699.92,5010.36,2415.63,610016.71,17064.41,5883126.06
2007-06-21,650.5,485.5,80437.58,696.75,4956.03,2389.19,603013.5,16883.85,5864257.5
2007-06-22,652.85,486.17,81008.87,696.79,4975.17,2397.69,605844.66,16921.8,5878912.93
2007-06-25,650.75,483.74,80520.54,696.4,4958.32,2390.11,602952.29,16848.11,5879526.25
2007-06-26,647,480.67,79635.99,691.45,4927.49,2376.33,599315.97,16686.71,5874760
2007-06-27,642.1,478.06,78641.17,688.27,4892.03,2358.4,595740.12,16593.97,5864297.96
2007-06-28,647.25,480.71,79589.09,687.61,4928.87,2377.32,599903.57,16698.85,5875411.88
2007-06-29,650.5,481.66,80333.49,691.97,4952.39,2389.19,600996.89,16763.58,5877267.5
2007-07-02,654.75,480.43,80085.74,689.75,4979.18,2404.8,604006.88,16793.18,5902571.25
2007-07-03,654.25,480.66,80031.13,695.17,4968.64,2403.03,600928.63,16803.29,5898063.75
2007-07-04,654.15,480.16,80208.58,691.27,4968.07,2402.66,601719.69,16781.46,5892255.25
2007-07-05,651,478.69,79949.31,688.6,4946.56,2391.09,600254.42,16729.88,5865510
2007-07-06,648.75,475.92,79922.75,679.01,4931.15,2382.83,596557.94,16675.95,5867943.75
2007-07-09,661.25,485.23,81515.59,693.25,5026.49,2428.74,609011.25,16967.51,5964475
2007-07-10,661.7,482.31,80783.63,695.58,5016.35,2430.39,608730.84,16913.71,5953976.16
2007-07-11,663,481.27,80776.6,700.89,5014.34,2435.17,609462.75,16910.14,5988547.5
2007-07-12,667.25,484.55,81708.09,698.48,5049.28,2450.71,612735.55,17022.88,6045285
2007-07-13,666.5,483.87,81469.62,698.39,5045.07,2447.89,611180.5,16972.92,6018495
2007-07-16,666,483.54,81295.28,694.8,5040.15,2445.98,611521.17,16968.54,6023970
2007-07-17,666.5,483.48,81469.62,695.13,5040.67,2448.02,611847,16962.25,6035157.5
2007-07-18,666.75,482.85,81230.14,694.85,5043.3,2448.81,610876.32,16952.45,6067425
2007-07-19,674.5,487.97,82292.37,702.46,5101.38,2477.1,617808.24,17129.42,6131205
2007-07-20,681.6,492.68,82626.94,710.33,5162.44,2503.14,623663.87,17300.06,6173590.67
2007-07-23,682,493.58,82757.28,711.77,5157.28,2504.82,624371,17321.94,6187445
2007-07-24,684.3,494.99,82564.19,710.47,5175.02,2513.19,625518.35,17373.34,6187780.98
2007-07-25,674.75,492.32,81142.05,704.81,5099.83,2477.58,616687.73,17211.86,6143598.75
2007-07-26,670,488.36,79941.04,704.04,5068.88,2460.21,615227.5,17078.63,6122460
