Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Canadian dollar (CAD),Chinese renmimbi (CNY),UAE dirham (AED),Russian ruble (RUB)
1980-08-28,635.3,388.38,138170.21,732.75,0,2315.21,0
1980-08-29,631.25,386.52,138824.34,733.26,0,2308.45,0
1980-09-01,628.75,384.19,136452.82,724.15,0,2302.4,0
1980-09-02,640,389.68,136488.83,730.15,0,2312.93,0
1980-09-03,636.75,387.28,137971.97,736.9,0,2332.48,0
1980-09-04,647.25,393.64,138292.69,740.46,0,2331.22,0
1980-09-05,651,396.91,141116.7,752.67,0,2374.3,0
1980-09-08,672,409.01,143066.01,768.34,0,2426.05,0
1980-09-09,670.5,408.45,146073.21,783.5,0,2496.09,0
1980-09-10,686.5,418,148590.58,796.48,0,2537.89,0
1980-09-11,674,410.18,144974.39,786.14,0,2492.89,0
1980-09-12,685.5,417.83,147776.35,804.8,0,2553.41,0
1980-09-15,666.5,406.83,142944.92,782.9,0,2474.53,0
1980-09-16,668,408.09,141323.95,778.54,0,2468.27,0
1980-09-17,673,410.48,143718.92,794.28,0,2500.2,0
1980-09-18,672,411.78,143560.69,787.46,0,2492.53,0
1980-09-19,674,414.08,142223.34,786.61,0,2493.86,0
1980-09-22,710,437.7,150001.76,814.83,0,2563.98,0
1980-09-23,711,439.62,157145.59,837.16,0,2645.08,0
1980-09-24,710.5,436.05,152676.69,829.15,0,2616.04,0
1980-09-25,697.75,429.08,151344.42,822.4,0,2591.96,0
1980-09-26,698.75,431.24,147442.41,813.99,0,2570.04,0
1980-09-29,679.25,420.63,145891.76,805.35,0,2532.62,0
1980-09-30,666.75,412.83,141296.4,783.94,0,2472.34,0
1980-10-01,682,421.52,141606.58,794.53,0,2502.62,0
1980-10-02,665.75,412.11,140546.83,791.9,0,2493.89,0
1980-10-03,660.5,408.97,139145.8,782.84,0,2471.52,0
1980-10-06,675.5,415.79,139592.54,782.95,0,2472.62,0
1980-10-07,678.15,418.72,141894.02,792.99,0,2508.36,0
1980-10-08,677,417.58,140550.28,786.8,0,2488.34,0
1980-10-09,690,425.97,142340.86,795.03,0,2511.23,0
1980-10-10,685.25,422.79,142828.35,795.97,0,2511.05,0
1980-10-13,679.75,420.03,141545.73,795.01,0,2513.53,0
1980-10-14,668.5,414.51,139221.52,784.54,0,2482.2,0
1980-10-15,678,422.02,140155.35,787,0,2491.34,0
1980-10-16,674,420.06,140202.25,785.22,0,2471.13,0
1980-10-17,670.5,420.34,139040.83,778.82,0,2451.87,0
1980-10-20,657,415.45,138580.08,775.04,0,2429.93,0
1980-10-21,652.5,412.84,135711.22,761.62,0,2381.98,0
1980-10-22,660,417.88,138129.45,769.33,0,2407.79,0
1980-10-23,634.5,401.19,136617.82,759.11,0,2362.9,0
1980-10-24,633,401.01,132163.14,731.85,0,2288.08,0
1980-10-27,637.25,406.42,135406.67,742.14,0,2346.88,0
1980-10-28,631.75,405.23,134566.71,740.96,0,2339.05,0
1980-10-29,644,411.75,135210.13,754.86,0,2380.01,0
1980-10-30,642.5,412.66,135442.52,757.77,0,2382.94,0
1980-10-31,629,404.91,134300.04,747.98,0,2357.1,0
1980-11-03,640.5,414.58,133752.01,747.61,0,2323.3,0
1980-11-04,646,418.09,135858.22,765.64,0,2363.33,0
1980-11-05,652,427.16,137919.42,774.92,0,2395.69,0
1980-11-06,632,414.49,134094.47,752.59,0,2325.86,0
1980-11-07,596,392.9,128831.26,715.74,0,2232.41,0
1980-11-10,612.5,395.29,129406.39,729.78,0,2286.52,0
1980-11-11,598.5,385.18,126397.86,708.2,0,2220.1,0
1980-11-12,619.5,400.05,130869.34,725.89,0,2258.39,0
1980-11-13,622,400.33,131199.43,729.49,0,2259.69,0
1980-11-14,612.5,396.48,131130.86,730.18,0,2271.74,0
1980-11-17,611.75,401.25,129952.58,724.28,0,2235.39,0
1980-11-18,619,403.91,131417.41,731.97,0,2263.91,0
1980-11-19,629.75,408.59,133528.89,745.01,0,2323.05,0
1980-11-20,630.5,410.68,135517.93,753.13,0,2337.98,0
1980-11-21,634.75,415.47,136186.84,755.51,0,2375.16,0
1980-11-24,631,412.75,135490.25,755.16,0,2335.48,0
1980-11-25,616.25,402.53,131045.84,727.95,0,2242.04,0
1980-11-26,623,407.86,135375.42,743.05,0,2274.31,0
1980-11-27,622,407.95,133802.66,735.06,0,2256.69,0
1980-11-28,619.75,406.73,134552.92,738.66,0,2269.34,0
1980-12-01,635,419.19,138487.36,757.62,0,2342.38,0
1980-12-02,627,414.59,135647.21,747.53,0,2316.97,0
1980-12-03,627.25,414.01,134034.32,748.56,0,2316.84,0
1980-12-04,631.5,417.49,133718.44,754,0,2337.04,0
1980-12-05,617,410.93,131101.88,741.43,0,2294.78,0
1980-12-08,617.25,411.18,128210.41,734.88,0,2254.51,0
1980-12-09,604,405.97,128057.55,733.74,0,2251.82,0
1980-12-10,579,393.29,124870.5,712.38,0,2182.38,0
1980-12-11,558,381.09,120593.48,688.77,0,2127.1,0
1980-12-12,562.75,382.18,116463.72,665.92,0,2045.86,0
1980-12-15,579,389.73,121254.34,696.28,0,2133.78,0
1980-12-16,561,384.35,116983.07,677.29,0,2077.81,0
1980-12-17,575.5,388.86,119386.74,690.16,0,2105.24,0
1980-12-18,573.5,388.78,120905.87,694.19,0,2125.46,0
1980-12-19,575,379.74,116881.88,668.32,0,2054.72,0
1980-12-22,594.75,397.72,123244.99,706.87,0,2169.41,0
1980-12-23,602.5,399.21,125076.01,717.79,0,2183.75,0
1980-12-24,602.5,398.45,125372.89,718.7,0,2182.28,0
1980-12-25,602.5,398.45,125372.89,718.7,0,2182.28,0
1980-12-26,602.5,398.45,125372.89,718.7,0,2182.28,0
1980-12-29,593.75,396.03,124461.53,714.7,0,2219.44,0
1980-12-30,589.75,391.8,119290.01,697.33,0,2140.35,0
1980-12-31,589.75,392.41,119823.1,703.65,0,2149.91,0
1981-01-01,589.75,392.41,119823.1,703.65,0,2149.91,0
1981-01-02,589.75,396.09,119311.02,703.98,0,2158.49,0
1981-01-05,597.5,395.27,118058.75,703.82,0,2157.67,0
1981-01-06,599.25,395.28,119568.3,711.6,0,2173.97,0
1981-01-07,585,387.88,118325.61,698.49,0,2146.94,0
1981-01-08,574.75,384.36,115599.02,681.43,0,2099.63,0
1981-01-09,577.75,388.87,117681.65,688.55,0,2128.67,0
1981-01-12,562,378.96,115027.7,670.64,0,2077.09,0
1981-01-13,562.75,382.95,114929.95,673.47,0,2092.44,0
1981-01-14,556.5,377.62,114080.38,667.97,0,2068.44,0
1981-01-15,571.5,388.71,114213.16,674.31,0,2083.68,0
1981-01-16,560.75,382.63,114044.93,670.4,0,2076.32,0
1981-01-19,566.75,386.47,112923.79,664.66,0,2054.21,0
1981-01-20,562,382.75,113072.71,670.4,0,2061.16,0
1981-01-21,578,391.84,114796.87,684.16,0,2099.07,0
1981-01-22,564,387.79,113836.53,675.59,0,2087.99,0
1981-01-23,553,381.41,111798.94,656.92,0,2029.58,0
1981-01-26,528.5,367.71,107948.92,630.69,0,1941.76,0
1981-01-27,524,366.82,104700.74,615.84,0,1902.67,0
1981-01-28,523.5,368.88,107229.73,625.63,0,1926.87,0
1981-01-29,493.75,349.42,103306.27,605.2,0,1863.94,0
1981-01-30,506.5,363.31,104952,605.7,0,1897.5,0
1981-02-02,493.5,353.36,100151.8,588.63,0,1818.27,0
1981-02-03,486.25,351.25,102062.53,598.34,0,1841.38,0
1981-02-04,505,361.61,102337.16,602.05,0,1852.12,0
1981-02-05,498.5,361.24,100865.25,595.21,0,1838.93,0
1981-02-06,500.5,361.93,103179.98,606.11,0,1871.28,0
1981-02-09,512.5,371.01,105068.41,616,0,1885.73,0
1981-02-10,519.5,377.32,105555.86,619.82,0,1898.45,0
1981-02-11,501,364.39,102998.41,604.06,0,1851.49,0
1981-02-12,490.25,361.7,101267.65,591.94,0,1826.12,0
1981-02-13,491.5,367.37,102263.01,591.27,0,1846.98,0
1981-02-16,490.25,372.24,100981.84,587.01,0,1773.44,0
1981-02-17,500.75,373.46,103046.87,601.11,0,1809.71,0
1981-02-18,505,375.08,103545.14,603.44,0,1820.4,0
1981-02-19,503.25,367.49,104616.73,606.25,0,1817.85,0
1981-02-20,511.5,366.88,106505.08,614.52,0,1831.31,0
1981-02-23,501.5,362.16,105563.19,605.75,0,1876.68,0
1981-02-24,503,365.04,104279.95,603.47,0,1875.91,0
1981-02-25,500.5,362.34,104838.92,605.09,0,1888.01,0
1981-02-26,492,357.82,102888.63,594.42,0,1850.88,0
1981-02-27,489,357.95,102819.77,588.57,0,1849.64,0
1981-03-02,465.5,344.46,100100.98,570.9,0,1736.53,0
1981-03-03,471,348.93,97213.11,560.67,0,1686.44,0
1981-03-04,465.5,341.58,99196.58,571.49,0,1726.47,0
1981-03-05,461.5,339.08,95484.82,548.96,0,1654.66,0
1981-03-06,467,343.28,96443.1,553.81,0,1680.38,0
1981-03-09,474.25,346.15,97568.16,566.6,0,1714.12,0
1981-03-10,487.25,353.26,100117.75,579.73,0,1743.64,0
1981-03-11,476.25,347.21,98723.13,569.29,0,1719.35,0
1981-03-12,478,347.99,99071.32,572.38,0,1725.41,0
1981-03-13,492,357.69,102236.73,586.81,0,1778.61,0
1981-03-16,499.75,360.59,103498.16,594.33,0,1817.91,0
1981-03-17,493.25,355.17,103560.92,590.91,0,1805.39,0
1981-03-18,506,359.93,105979.33,602.75,0,1824.14,0
1981-03-19,510,360.56,107079.4,606.18,0,1831.47,0
1981-03-20,516.75,368.96,106150.6,601.71,0,1832.9,0
1981-03-23,526,381.39,111688.58,633.46,0,1964.67,0
1981-03-24,536.25,387.98,110722.7,628.13,0,1933.25,0
1981-03-25,528,382.54,111328.78,630.27,0,1943.84,0
1981-03-26,539.5,394.11,112826.94,632.12,0,1957.57,0
1981-03-27,538.75,396.44,115555.53,649.25,0,2026.21,0
1981-03-30,526.5,386.36,111897.94,628.6,0,1946.36,0
1981-03-31,513.75,375.1,108590.32,609.5,0,1880.86,0
1981-04-01,514.25,375.2,109617.08,611.32,0,1894.64,0
1981-04-02,519.5,380.19,110520.73,611.17,0,1904.25,0
1981-04-03,523,385.63,111559.75,619.39,0,1948.73,0
1981-04-06,533.75,398.87,112800.19,634.07,0,1980.16,0
1981-04-07,514.25,382.04,110423.77,612.81,0,1895,0
1981-04-08,508.5,375.31,108494.87,601.85,0,1853.98,0
1981-04-09,503,374.19,109514.37,607.17,0,1875.39,0
1981-04-10,493.5,368.13,105648.34,582.02,0,1809.19,0
1981-04-13,473.75,356.56,102865.81,565.9,0,1735.48,0
1981-04-14,483,362.53,103919.87,574.94,0,1752.33,0
1981-04-15,476.25,360.57,103972.86,574.1,0,1757.91,0
1981-04-16,482.5,365.61,104503.91,575.27,0,1765.95,0
1981-04-17,482.5,365.61,104503.91,575.27,0,1765.95,0
1981-04-20,482.5,365.61,104503.91,575.27,0,1765.95,0
1981-04-21,481,364.9,105069.04,574.04,0,1760.44,0
1981-04-22,501,376.17,107846.14,592.25,0,1793.65,0
1981-04-23,488.5,367.71,105452.51,585.72,0,1776.28,0
1981-04-24,494.5,374.3,105648.06,586.45,0,1792.95,0
1981-04-27,483,365.6,103600.35,582.87,0,1797.62,0
1981-04-28,482.75,366.28,103473.35,579.72,0,1790.54,0
1981-04-29,477.25,365.77,102735.13,572.08,0,1777.76,0
1981-04-30,482.75,369.74,103761.71,575.6,0,1788.72,0
1981-05-01,487.5,373.06,104558.73,579.54,0,1776.93,0
1981-05-04,487.5,373.06,104558.73,579.54,0,1776.93,0
1981-05-05,476.25,374.62,103777.61,573.15,0,1773.24,0
1981-05-06,482,377.07,104714.21,578.24,0,1792.17,0
1981-05-07,477.75,375.5,104451.31,574.88,0,1790.59,0
1981-05-08,485.75,379.19,104806.49,577.52,0,1788.88,0
1981-05-11,493,390.76,109161.84,601.7,0,1844.79,0
1981-05-12,484,385.58,107056.12,585.08,0,1805.26,0
1981-05-13,484.25,385.67,107200.93,583.64,0,1811.65,0
1981-05-14,476.5,382.29,106951.47,577.65,0,1799.57,0
1981-05-15,485,388.95,107623,579.88,0,1801.09,0
1981-05-18,481.75,384.68,106993.25,577.39,0,1766.31,0
1981-05-19,481.5,385.25,106815.76,580.42,0,1781.62,0
1981-05-20,479.75,382.64,105590.12,573.68,0,1760.22,0
1981-05-21,475,382.33,106808.41,577.41,0,1776.66,0
1981-05-22,472.75,380.11,105120.44,567.45,0,1737.57,0
1981-05-25,472.75,380.11,105120.44,567.45,0,1737.57,0
1981-05-26,466.5,376.13,105168.92,562.45,0,1727.13,0
1981-05-27,466.75,377.8,105258.1,561.6,0,1730.46,0
1981-05-28,479,385.34,105883.65,567.34,0,1737.93,0
1981-05-29,479.25,386.14,107187.18,576.06,0,1762.17,0
1981-06-01,483.25,389.69,106972.31,580.11,0,1809.99,0
1981-06-02,474,387.16,105945.14,571.55,0,1798.51,0
1981-06-03,475.5,387.8,105959.91,571.5,0,1818.7,0
1981-06-04,462.5,385.75,105114.98,561.29,0,1849.31,0
1981-06-05,460,384.49,104970.5,555.27,0,1846.76,0
1981-06-08,473.5,394.14,104987.22,554.68,0,1834.55,0
1981-06-09,460.5,382.97,105639.49,558.2,0,1846.99,0
1981-06-10,465.25,381.98,104434.46,556.36,0,1818.73,0
1981-06-11,464.25,385.84,104980.67,559.66,0,1842.76,0
1981-06-12,472,391.83,104771.08,562.47,0,1845.35,0
1981-06-15,471.75,384.39,103780.27,567.25,0,1710.02,0
1981-06-16,461.5,375.72,102762.92,561.75,0,1695.18,0
1981-06-17,461.75,375.41,102379.44,557.46,0,1681.2,0
1981-06-18,459,376.84,102331.36,555.2,0,1688.06,0
1981-06-19,458.25,377.79,102291.66,551.86,0,1683.57,0
1981-06-22,462,378.4,102834.21,555.1,0,1690.33,0
1981-06-23,466.5,381.51,103165.35,557.35,0,1695.77,0
1981-06-24,462,379.97,103061.28,553.71,0,1701.74,0
1981-06-25,446.5,369.97,102407.85,545.98,0,1694.79,0
1981-06-26,442,365.3,99698.96,533.28,0,1657.48,0
1981-06-29,428.75,355.08,97431.98,510.38,0,1593.13,0
1981-06-30,426,353.4,95631.79,505.78,0,1565.48,0
1981-07-01,422,352.32,96114.65,506.08,0,1586.97,0
1981-07-02,414.5,346.51,92979.09,493.24,0,1560.35,0
1981-07-03,414,346.33,94494.52,497.16,0,1566.53,0
1981-07-06,403.75,341.69,92886.82,484.92,0,1477.7,0
1981-07-07,405,341.9,92316.41,485.01,0,1475.37,0
1981-07-08,397.75,339.51,91726.6,481.72,0,1481.25,0
1981-07-09,406.25,346.5,92985.37,489.79,0,1505.07,0
1981-07-10,416.5,352.21,94837.14,499.29,0,1526.16,0
1981-07-13,413,346.93,95436.33,502.37,0,1546.96,0
1981-07-14,402.25,340.93,93196.1,485.9,0,1508.89,0
1981-07-15,412.25,344.81,94095.83,490.66,0,1504.24,0
1981-07-16,418.25,349.22,96464.43,502.59,0,1543.87,0
1981-07-17,415,348.41,96068.25,499.47,0,1532.26,0
1981-07-20,412.5,349.07,96656.11,500.15,0,1526.97,0
1981-07-21,406,346.47,95616.46,494.55,0,1521.02,0
1981-07-22,411.5,347.84,96004.26,495.64,0,1513.19,0
1981-07-23,407.75,344.71,96347.57,500.87,0,1522.09,0
1981-07-24,407.5,344.86,95535.22,496.15,0,1504.08,0
1981-07-27,408.75,345.05,96782.2,501.31,0,1517.25,0
1981-07-28,401.5,339.86,95561.24,494.13,0,1489.63,0
1981-07-29,401.5,341.04,96221.09,493.91,0,1494.84,0
1981-07-30,402.25,342.1,96030.07,492.93,0,1491.88,0
1981-07-31,406,346.87,97366.89,500.26,0,1516.06,0
1981-08-03,392.5,341.69,96353.85,487.44,0,1460.57,0
1981-08-04,391.25,341.72,96396.68,486.46,0,1462.87,0
1981-08-05,392.4,340.46,94671.84,487.27,0,1456.49,0
1981-08-06,393.25,342.58,94795.69,489.25,0,1471.91,0
1981-08-07,397.25,348.03,93653.18,495.33,0,1492.21,0
1981-08-10,393.75,349.64,92720.21,487.36,0,1445.77,0
1981-08-11,401,355.37,93517.37,488.57,0,1452.98,0
1981-08-12,417.5,361.56,93923.6,501.64,0,1462.78,0
1981-08-13,407.25,355.21,94481.39,501.42,0,1469.71,0
1981-08-14,413,361.88,96092.74,504.52,0,1484.14,0
1981-08-17,411.5,356.53,94033.42,500.61,0,1485.21,0
1981-08-18,420,362.26,96673.75,513.28,0,1526.91,0
1981-08-19,431.5,373.43,99856.51,524.48,0,1564.1,0
1981-08-20,429,368.31,98482.73,522.04,0,1529.9,0
1981-08-21,429.5,365.93,97417.59,516.32,0,1509.8,0
1981-08-24,422,361.37,97910.01,517.54,0,1587.29,0
1981-08-25,409.75,356,94661.52,498.3,0,1551.05,0
1981-08-26,414,355.47,95049.36,500.77,0,1542.73,0
1981-08-27,411.75,353.74,95821.33,502.64,0,1551.61,0
1981-08-28,425,362.53,97572.74,511.22,0,1551.04,0
1981-08-31,425,362.53,97572.74,511.22,0,1551.04,0
1981-09-01,421.5,359.91,97588.68,508.68,0,1553.12,0
1981-09-02,430,364.8,99063.57,515.22,0,1578.46,0
1981-09-03,436.5,368.65,100249.4,520.35,0,1589.84,0
1981-09-04,439.5,369.81,101152.92,527.26,0,1609.85,0
1981-09-07,436.5,368.73,100883.06,523.53,0,1608.84,0
1981-09-08,439,372.04,100990.9,521.4,0,1618.27,0
1981-09-09,436.75,369.74,102008.68,526.7,0,1638.51,0
1981-09-10,451.5,378.61,102665.09,534.89,0,1649.05,0
1981-09-11,448.25,375.96,103615.6,538.85,0,1684.54,0
1981-09-14,451.25,377.28,105122.7,547.97,0,1678.39,0
1981-09-15,456,373.25,102671.1,545.97,0,1629.35,0
1981-09-16,449,363.51,102027.76,540.05,0,1597.91,0
1981-09-17,459,367.08,103308.69,548.49,0,1633.55,0
1981-09-18,447,356.81,101024.89,535.92,0,1599.36,0
1981-09-21,463.5,362.99,103035.26,548.24,0,1666.89,0
1981-09-22,462,368.29,104373.96,550.88,0,1690.58,0
1981-09-23,456.5,367.51,104516.1,548.36,0,1701.07,0
1981-09-24,446.25,362.93,103118.95,539.77,0,1694.73,0
1981-09-25,450.5,367.57,103820.27,540.98,0,1702.1,0
1981-09-28,421.5,344.7,98754.89,514.31,0,1549.99,0
1981-09-29,431.75,350.21,100113.61,519.96,0,1563.75,0
1981-09-30,428.75,349.87,99122.94,514.4,0,1533.51,0
1981-10-01,436.75,356.54,101463.59,524.55,0,1542.15,0
1981-10-02,435,352.31,100619.65,521.44,0,1545.61,0
1981-10-05,441.25,354.32,100646.42,528.96,0,1600.81,0
1981-10-06,443,356.66,99321.82,521.06,0,1579.75,0
1981-10-07,445.5,357.13,101547.7,533.21,0,1600,0
1981-10-08,443.25,354.44,100450.01,530.02,0,1568,0
1981-10-09,453.5,363.96,103387.61,549.67,0,1623.28,0
1981-10-12,449.5,355.65,102767.93,539.53,0,1691.09,0
1981-10-13,443.25,354.05,101146.28,531.35,0,1670.28,0
1981-10-14,444.25,357.13,101749.71,534.58,0,1684.22,0
1981-10-15,446.65,359.84,103005.55,536.04,0,1693.01,0
1981-10-16,443.75,356.61,101245.29,526.74,0,1675.87,0
1981-10-19,436.7,352.64,102454.98,529.63,0,1615.82,0
1981-10-20,437.3,353.74,101733.14,525.12,0,1621.48,0
1981-10-21,429,352,101246.16,522.17,0,1606.14,0
1981-10-22,433.75,357.09,101604.2,523.94,0,1615.61,0
1981-10-23,432.5,355.07,100683.98,521.99,0,1606.66,0
1981-10-26,426,354.8,101012.83,516.92,0,1579.21,0
1981-10-27,427.4,355.26,100215.51,515.58,0,1570.44,0
1981-10-28,430.8,356.22,100755.57,520.13,0,1572.42,0
1981-10-29,424.5,348.65,98981.98,508.97,0,1534.85,0
1981-10-30,427,347.03,99984.75,515.84,0,1536.1,0
1981-11-02,430,345.82,98833.25,516.72,0,1573.97,0
1981-11-03,428.25,344.53,98005.05,513.47,0,1564.42,0
1981-11-04,431.25,345.87,97996.36,515.69,0,1569.78,0
1981-11-05,428.5,345.66,97945.9,513.56,0,1567.13,0
1981-11-06,428.25,346.22,98197.01,513.28,0,1563.84,0
1981-11-09,429.75,343.49,97533.3,512.42,0,1580.52,0
1981-11-10,418.5,338.26,97241.38,504.55,0,1575.79,0
1981-11-11,412,331.25,94114.93,491.44,0,1528.68,0
1981-11-12,411.5,330.57,93642.28,490.62,0,1513.94,0
1981-11-13,412.5,332.13,94061.32,492,0,1510.19,0
1981-11-16,404.25,327.45,92050.32,484.14,0,1501.82,0
1981-11-17,398.75,324.64,88651.88,469.54,0,1468.49,0
1981-11-18,403.75,326.95,89021.24,472.34,0,1474.61,0
1981-11-19,401,325.33,88318.6,474.53,0,1476.87,0
1981-11-20,401.5,327.77,87738.63,474.8,0,1486.59,0
1981-11-23,396.75,323.35,86186.49,468.36,0,1445.11,0
1981-11-24,399.25,322.95,85885.89,469.78,0,1441.8,0
1981-11-25,409.5,331.17,87991.21,478.85,0,1461.26,0
1981-11-26,409.5,330.45,88509.56,482.79,0,1468.12,0
1981-11-27,411.5,331.1,88587.24,483.81,0,1460.69,0
1981-11-30,414.5,332.94,88997.77,488.93,0,1532.36,0
1981-12-01,402.5,325.66,87320.45,479.61,0,1503.48,0
1981-12-02,406.75,327.57,86932.38,476.99,0,1495.9,0
1981-12-03,416.5,337.39,90837.54,494.79,0,1561.24,0
1981-12-04,426,343.88,91373.14,502.18,0,1572.32,0
1981-12-07,416.75,338.22,90723.76,493.59,0,1538.64,0
1981-12-08,415.25,338.41,90822.81,493.63,0,1545.83,0
1981-12-09,410.25,333,88976.22,481.67,0,1511.7,0
1981-12-10,405.5,332.09,90331.08,482.88,0,1534.71,0
1981-12-11,409.75,336.67,89608.14,486.21,0,1552.92,0
1981-12-14,417.5,346.07,92563.05,501.38,0,1535.79,0
1981-12-15,413.25,338.94,89861.9,492.71,0,1499.16,0
1981-12-16,416.75,341.81,91197.03,498.23,0,1514.97,0
1981-12-17,416.25,341.4,91264.53,497.08,0,1515.17,0
1981-12-18,415.75,340.99,90769.86,493.05,0,1510.62,0
1981-12-21,410.5,339.2,91159.86,490.72,0,1524.86,0
1981-12-22,399.6,330.19,88510.05,476.91,0,1476.95,0
1981-12-23,400.4,330.85,88041.13,474.8,0,1469.13,0
1981-12-24,400.4,329.86,89029.7,476.46,0,1474.92,0
1981-12-25,400.4,329.86,89029.7,476.46,0,1474.92,0
1981-12-28,400.4,329.86,89029.7,476.46,0,1474.92,0
1981-12-29,395,325.42,87997.88,467.44,0,1456.16,0
1981-12-30,397.5,327.48,87205.51,469.77,0,1443.04,0
1981-12-31,397.5,327.48,87899.49,475.33,0,1456.26,0
1982-01-01,397.5,327.48,87899.49,475.33,0,1456.26,0
1982-01-04,395,321.34,87401.06,473.35,0,1468.42,0
1982-01-05,403.5,328.25,87996.92,476.86,0,1485.47,0
1982-01-06,401.5,326.62,88277.04,476.7,0,1481.38,0
1982-01-07,396.5,322.56,88010.13,470.49,0,1463.05,0
1982-01-08,400.25,325.61,88078.43,471.69,0,1469.36,0
1982-01-11,388.25,321.79,87532.54,465.97,0,1473.25,0
1982-01-12,389,322.41,86788.86,465.09,0,1472.09,0
1982-01-13,380,314.95,86805.76,460.44,0,1468.86,0
1982-01-14,374.75,310.6,83340.63,442.89,0,1411.91,0
1982-01-15,379.25,314.33,84685.83,451.69,0,1431.28,0
1982-01-18,373.75,312.37,83344.53,441.95,0,1344.9,0
1982-01-19,375.25,313.63,84695.84,450.25,0,1363.49,0
1982-01-20,371.5,310.49,83827.28,443.89,0,1351.1,0
1982-01-21,376,314.25,84674.33,446.71,0,1366.36,0
1982-01-22,377.25,315.3,85703.49,450.7,0,1381.34,0
1982-01-25,372,315.21,85503.65,446.53,0,1370.07,0
1982-01-26,376.5,319.02,85263.05,446.18,0,1359.82,0
1982-01-27,381.75,323.47,87765.14,457.98,0,1394.82,0
1982-01-28,383.5,324.95,88191.36,456.8,0,1387.83,0
1982-01-29,387,327.92,88640.04,464.46,0,1405.44,0
1982-02-01,379.5,322.92,88670.26,457.79,0,1406.85,0
1982-02-02,379.15,322.62,87716.08,453.52,0,1386.9,0
1982-02-03,378,321.64,88872.39,456.88,0,1398.75,0
1982-02-04,383.75,326.53,89344.74,461.9,0,1409.41,0
1982-02-05,384.25,326.96,89765.01,463.41,0,1420.93,0
1982-02-08,379.75,324.25,89559.82,461.12,0,1399.76,0
1982-02-09,378.5,323.18,89369.8,459.88,0,1401.6,0
1982-02-10,382.15,326.3,90395.09,464.3,0,1414.43,0
1982-02-11,380,324.46,89580.98,459.62,0,1403.3,0
1982-02-12,377.5,322.33,90218.56,461.29,0,1406.83,0
1982-02-15,375.25,325.45,90426.6,456.83,0,1371.21,0
1982-02-16,375.25,325.45,90583.86,458.26,0,1378.27,0
1982-02-17,374,324.36,90320.5,457.33,0,1372.71,0
1982-02-18,369.25,320.24,87097.12,445.54,0,1335.82,0
1982-02-19,369.25,320.24,86010.19,448.05,0,1334.4,0
1982-02-22,364.25,310.32,83984.97,439.38,0,1331.64,0
1982-02-23,361,307.55,84638.36,439.92,0,1340.44,0
1982-02-24,362.75,309.04,84927.29,442.37,0,1349.72,0
1982-02-25,366.45,312.19,86806.66,449.09,0,1366.83,0
1982-02-26,362.6,308.91,85939.72,446.15,0,1357.89,0
1982-03-01,361.25,315.18,85367.25,440.33,0,1309.56,0
1982-03-02,361.25,315.18,86247.6,444.65,0,1330.73,0
1982-03-03,353.75,308.64,84426.88,437.22,0,1302.64,0
1982-03-04,346.5,302.31,82099.37,423.03,0,1262.34,0
1982-03-05,342.4,298.74,79613.9,412.31,0,1229.81,0
1982-03-08,330.5,283.92,78589.78,406.92,0,1239.05,0
1982-03-09,329.25,282.84,77289.37,394.39,0,1217.13,0
1982-03-10,333,286.06,78995.62,403.25,0,1238.21,0
1982-03-11,331.75,284.99,79949.76,404.64,0,1243.05,0
1982-03-12,323.25,277.69,77331.92,391.68,0,1207.92,0
1982-03-15,312,271.86,75547.31,382.52,0,1154.1,0
1982-03-16,324.5,282.75,77516.56,390.43,0,1178.75,0
1982-03-17,316,275.34,75844.95,382,0,1152.01,0
1982-03-18,320,278.83,78017.28,391.51,0,1180.95,0
1982-03-19,315.75,275.13,77226.96,385.7,0,1164.99,0
1982-03-22,320.8,284.16,78010.88,388.37,0,1169.28,0
1982-03-23,329.25,291.65,80094.64,398.93,0,1199.15,0
1982-03-24,331.75,293.86,81109.56,407.39,0,1217.1,0
1982-03-25,327.75,290.32,80404.72,401.84,0,1205.16,0
1982-03-26,322.25,285.45,79661.21,396.05,0,1191.31,0
1982-03-29,318.5,284.38,78887.84,393.54,0,1175.69,0
1982-03-30,324.25,289.51,80123.18,400.16,0,1196.82,0
1982-03-31,320,285.71,79495.53,394.06,0,1178.04,0
1982-04-01,327,291.96,80168.01,399.11,0,1193.41,0
1982-04-02,327.75,292.63,80735.7,400.39,0,1197.78,0
1982-04-05,337.5,301.77,83619.93,412.21,0,1239.1,0
1982-04-06,345.5,308.93,85882.21,425.35,0,1290.21,0
